Date (DD/MM/YYYY),Pressure_Sensor_1,Pressure_Sensor_2,Motor_Revolutions_Per_Minute,Motor_Temperature,Motor_Power,Motor_Efficiency,Motor Trip Failure
14/03/2019 9:55,31.03550296,28.85017422,98,48.58,3.6,75.27,0
14/03/2019 9:56,30.22928994,28.96864111,99,55.66,3.53,75.58,0
14/03/2019 9:57,32.47781065,29.01045296,91,50.74,3.2,75.69,0
14/03/2019 9:58,30.76923077,28.14634146,104,53.87,3.45,73.44,0
14/03/2019 9:59,30.13313609,29.08013937,101,52.56,3.58,75.87,0
14/03/2019 10:00,30.93195266,29.80487805,95,53.11,3.59,77.76,0
14/03/2019 10:01,31.02810651,28.10452962,84,53.75,3.06,73.33,0
14/03/2019 10:02,31.27218935,29.73519164,90,52.41,3.16,77.58,0
14/03/2019 10:03,31.1612426,30.6271777,102,48.43,3.66,79.91,0
14/03/2019 10:04,29.9852071,27.87456446,101,53.91,3.78,72.73,0
14/03/2019 10:05,32.32988166,28.48083624,87,48.76,2.95,74.31,0
14/03/2019 10:06,31.64940828,28.9825784,93,50.37,3.45,75.62,0
14/03/2019 10:07,30.82100592,29.8466899,104,47.11,3.42,77.87,0
14/03/2019 10:08,30.45857988,29.70731707,94,47.23,3.51,77.51,0
14/03/2019 10:09,30.83579882,29.07317073,82,49.43,3.21,75.85,0
14/03/2019 10:10,31.27218935,28.3554007,86,48.8,3.43,73.98,0
14/03/2019 10:11,29.59319527,29.26132404,87,48.53,3.04,76.35,0
14/03/2019 10:12,30.17011834,28.57839721,104,49.21,3.28,74.56,0
14/03/2019 10:13,31.51627219,29.44250871,91,51.24,3.13,76.82,0
14/03/2019 10:14,29.68934911,28.271777,92,52.12,3.62,73.76,0
14/03/2019 10:15,31.60502959,29.03832753,83,46.41,3.1,75.76,0
14/03/2019 10:16,30.27366864,29.09407666,100,53.84,3.29,75.91,0
14/03/2019 10:17,32.5443787,29.03832753,83,53.5,3.31,75.76,0
14/03/2019 10:18,31.30177515,28.24390244,89,54.59,3.03,73.69,0
14/03/2019 10:19,31.95266272,30.19512195,100,51.42,3.6,78.78,0
14/03/2019 10:20,31.02071006,29.79094077,100,46.83,3.81,77.73,0
14/03/2019 10:21,31.49408284,29.07317073,96,53.17,3.12,75.85,0
14/03/2019 10:22,32.4704142,29.37979094,103,46.79,3.87,76.65,0
14/03/2019 10:23,32.3816568,28.78745645,91,51.96,3.51,75.11,0
14/03/2019 10:24,30.53994083,30.01393728,87,53.99,2.85,78.31,0
14/03/2019 10:25,32.04142012,30.36933798,92,50.66,3.34,79.24,0
14/03/2019 10:26,32.10798817,30.45296167,91,45.32,3.42,79.45,0
14/03/2019 10:27,30.02218935,30.44599303,86,55.86,3.18,79.44,0
14/03/2019 10:28,31.94526627,30.271777,92,53.47,2.88,78.98,0
14/03/2019 10:29,30.25887574,29.73519164,95,46.5,3.94,77.58,0
14/03/2019 10:30,30.76183432,28.26480836,108,54.24,3.47,73.75,0
14/03/2019 10:31,32.3964497,28.96167247,102,49.55,4.05,75.56,0
14/03/2019 10:32,32.98816568,30.57839721,102,52.46,4.3,81.09,0
14/03/2019 10:33,32.10798817,30.4738676,108,52.57,4.39,78.93,0
14/03/2019 10:34,32.66272189,30.98954704,102,52.67,4.29,80.29,0
14/03/2019 10:35,32.76627219,31.33101045,98,55.21,4.03,80.55,0
14/03/2019 10:36,32.46301775,30.7456446,100,53.59,4.45,79.8,0
14/03/2019 10:37,31.79733728,29.6445993,102,52.27,4.23,78.16,0
14/03/2019 10:38,32.14497041,30.79442509,99,55.79,4.4,79.02,0
14/03/2019 10:39,32.14497041,30.91986063,102,52.88,4.41,79.02,0
14/03/2019 10:40,32.99556213,29.7630662,106,53.45,4.37,81.11,0
14/03/2019 10:41,31.43491124,30.04878049,107,52.23,4.68,77.27,0
14/03/2019 10:42,32.03402367,30.34843206,100,52.87,4.25,78.75,0
14/03/2019 10:43,31.48668639,30.81533101,108,52.65,4.33,77.4,0
14/03/2019 10:44,32.35946746,30.67595819,108,53.35,4.53,79.55,0
14/03/2019 10:45,31.44230769,30.1533101,103,55.54,4.07,77.29,0
14/03/2019 10:46,31.08727811,30.29268293,102,55.64,4.18,76.42,0
14/03/2019 10:47,31.40532544,30.75958188,104,52.35,4.07,77.2,0
14/03/2019 10:48,32.88461538,30.85017422,108,54.48,4.35,80.84,0
14/03/2019 10:49,32.91420118,29.89547038,106,54.87,4.6,80.91,0
14/03/2019 10:50,31.31656805,30.94773519,108,53.49,4.25,76.98,0
14/03/2019 10:51,33.23964497,31.08710801,100,52.57,4.2,81.71,0
14/03/2019 10:52,32.6035503,30.26480836,102,53.46,4.3,80.15,0
14/03/2019 10:53,31.64940828,29.62369338,103,54.85,4.4,77.8,0
14/03/2019 10:54,33.04733728,29.8815331,99,55.64,4.37,81.24,0
14/03/2019 10:55,31.73076923,30.14634146,114,53.76,4.67,78,0
14/03/2019 10:56,32.30769231,30.31358885,107,55.39,4.6,79.42,0
14/03/2019 10:57,32.72189349,30.17421603,112,55.7,4.67,80.44,0
14/03/2019 10:58,32.08579882,29.91637631,111,52.35,4.33,78.87,0
14/03/2019 10:59,32.85502959,31.28919861,103,52.16,4.44,80.76,0
14/03/2019 11:00,31.90828402,30.84320557,106,54.2,4.32,78.44,0
14/03/2019 11:01,31.48668639,31.31707317,107,52.62,4.4,77.4,0
14/03/2019 11:02,31.81952663,29.55400697,107,54.64,4.16,78.22,0
14/03/2019 11:03,32.83284024,29.34494774,104,53.84,4.18,80.71,0
14/03/2019 11:04,32.58136095,30.50174216,101,54.46,4.21,80.09,0
14/03/2019 11:05,31.27218935,30.40418118,113,53.22,4.33,76.87,0
14/03/2019 11:06,32.66272189,29.91637631,106,55.97,4.47,80.29,0
14/03/2019 11:07,33.07692308,29.30313589,99,53.1,4.08,81.31,0
14/03/2019 11:08,32.10059172,31.16376307,101,55.5,4.11,78.91,0
14/03/2019 11:09,31.22781065,29.79790941,109,53.18,4.27,76.76,0
14/03/2019 11:10,32.72928994,30.90592334,107,55.98,4.14,80.45,0
14/03/2019 11:11,33.04733728,31.2543554,101,55.17,4.32,81.24,0
14/03/2019 11:12,32.5887574,29.47735192,104,54.13,4.48,80.11,0
14/03/2019 11:13,31.65680473,29.82578397,110,54.6,4.58,77.82,0
14/03/2019 11:14,32.08579882,30.08362369,105,54.47,4.24,78.87,0
14/03/2019 11:15,31.1316568,28.26480836,106,53.69,4.4,76.53,0
14/03/2019 11:16,29.73372781,28.04878049,109,45.19,3.87,73.18,0
14/03/2019 11:17,30.42159763,29.49825784,105,50.71,3.53,76.96,0
14/03/2019 11:18,30.08136095,30.20209059,102,51.19,3.68,78.8,0
14/03/2019 11:19,31.24260355,28.57142857,84,50.57,2.92,74.55,0
14/03/2019 11:20,31.34615385,29.05923345,95,53.9,3.11,75.82,0
14/03/2019 11:21,32.3816568,27.96515679,99,45.98,3.24,72.96,0
14/03/2019 11:22,30.51775148,30.02787456,87,46.23,3.14,78.35,0
14/03/2019 11:23,30.87278107,29.33101045,90,55.2,2.74,76.53,0
14/03/2019 11:24,31.84171598,29.33101045,103,52.81,3.58,76.53,0
14/03/2019 11:25,30.33284024,28.12543554,90,53.49,3.34,73.38,0
14/03/2019 11:26,30.06656805,30.22996516,94,52.25,3.26,78.87,0
14/03/2019 11:27,29.65976331,29.67944251,97,48.44,3.07,77.44,0
14/03/2019 11:28,30.38461538,30.66202091,98,47.21,3.56,80,0
14/03/2019 11:29,31.07248521,29.22648084,88,47.33,3.11,76.25,0
14/03/2019 11:30,30.59171598,28.48780488,87,52.19,3.45,74.33,0
14/03/2019 11:31,29.71893491,29.47038328,99,52.82,3.78,76.89,0
14/03/2019 11:32,30,29.81881533,98,49.89,3.41,77.8,0
14/03/2019 11:33,31.86390533,28.1533101,94,49.85,3.34,73.45,0
14/03/2019 11:34,31.60502959,30.16724739,105,51.66,3.85,78.71,0
14/03/2019 11:35,30.85798817,28.48083624,102,52,3.72,74.31,0
14/03/2019 11:36,32.18195266,28.13937282,100,48.12,3.55,73.42,0
14/03/2019 11:37,31.33136095,28.39721254,104,53.39,3.93,74.09,0
14/03/2019 11:38,30.97633136,27.90940767,89,54.85,3.06,72.82,0
14/03/2019 11:39,32.07100592,30.59930314,89,53.31,3.31,79.84,0
14/03/2019 11:40,29.9112426,30.29268293,96,45.27,3.5,79.04,0
14/03/2019 11:41,30.81360947,28.56445993,99,45.6,3.81,74.53,0
14/03/2019 11:42,31.65680473,28.06271777,97,46.37,3.13,73.22,0
14/03/2019 11:43,31.47189349,30.3902439,98,47.77,3.64,79.29,0
14/03/2019 11:44,30,28.31358885,94,50.85,3.06,73.87,0
14/03/2019 11:45,31.83431953,30.44599303,98,46.54,3.82,79.44,0
14/03/2019 11:46,31.37573964,29.97212544,104,46.15,3.96,78.2,0
14/03/2019 11:47,30.0591716,28.89198606,97,45.74,3.67,75.38,0
14/03/2019 11:48,30.73224852,29.6445993,97,48.2,3.73,77.35,0
14/03/2019 11:49,31.39053254,30.44599303,98,45.9,3.42,79.44,0
14/03/2019 11:50,31.2204142,30.22996516,96,48.4,3.49,78.87,0
14/03/2019 11:51,31.53846154,29.83275261,102,52.13,3.84,77.84,0
14/03/2019 11:52,31.2795858,28.93379791,90,54.9,3.17,75.49,0
14/03/2019 11:53,30.59171598,30.22299652,101,52.18,3.81,78.85,0
14/03/2019 11:54,31.84911243,29.51916376,82,55.44,2.96,77.02,0
14/03/2019 11:55,29.71153846,28.07665505,92,51.73,2.96,73.25,0
14/03/2019 11:56,30.93934911,29.04529617,109,45.58,3.77,75.78,0
14/03/2019 11:57,30.53254438,29.67247387,98,52.46,3.46,77.42,0
14/03/2019 11:58,30.59911243,29.14285714,104,53.12,3.62,76.04,0
14/03/2019 11:59,32.30029586,30.02787456,92,50.73,3.38,78.35,0
14/03/2019 12:00,30.73964497,30.39721254,95,54.85,3.19,79.31,0
14/03/2019 12:01,30.48076923,27.95121951,99,48.74,3.61,72.93,0
14/03/2019 12:02,31.93047337,28.13240418,96,47.53,3.51,73.4,0
14/03/2019 12:03,30.49556213,29.50522648,87,46.17,2.81,76.98,0
14/03/2019 12:04,30.32544379,28.57142857,98,51.96,3.53,74.55,0
14/03/2019 12:05,30.23668639,29.46341463,102,55.79,3.56,76.87,0
14/03/2019 12:06,31.25,28.03484321,103,52.18,3.94,73.15,0
14/03/2019 12:07,31.96745562,29.21254355,87,50.89,3.09,76.22,0
14/03/2019 12:08,29.71153846,28.3902439,99,51,3.67,74.07,0
14/03/2019 12:09,31.80473373,28.73170732,105,45.28,3.99,74.96,0
14/03/2019 12:10,31.1908284,28.90592334,97,49.62,3.01,75.42,0
14/03/2019 12:11,31.3091716,30.16027875,81,48.23,2.83,78.69,0
14/03/2019 12:12,30.74704142,29.27526132,92,49.54,3.56,76.38,0
14/03/2019 12:13,30.96893491,29.14285714,87,49.58,3.34,76.04,0
14/03/2019 12:14,32.10059172,30.18815331,87,47.78,3.02,78.76,0
14/03/2019 12:15,31.96005917,29.12891986,90,52.5,3.37,76,0
14/03/2019 12:16,31.43491124,29.72125436,83,53.13,3.27,77.55,0
14/03/2019 12:17,31.82692308,30.20209059,96,50.88,3.35,78.8,0
14/03/2019 12:18,31.10207101,29.20557491,92,50.81,3.47,76.2,0
14/03/2019 12:19,31.80473373,30.29965157,90,53.35,3.05,79.05,0
14/03/2019 12:20,31.1612426,29.6097561,101,45.86,3.75,77.25,0
14/03/2019 12:21,30.97633136,29.7630662,92,47.32,3.36,77.65,0
14/03/2019 12:22,29.85207101,29.81184669,89,48.51,3.13,77.78,0
14/03/2019 12:23,30.59911243,29.63066202,95,55.23,3.55,77.31,0
14/03/2019 12:24,31.33136095,30.43205575,83,46.92,3.39,79.4,0
14/03/2019 12:25,30.17011834,27.97909408,87,55.63,2.97,73,0
14/03/2019 12:26,30.48076923,29.59581882,88,48.47,2.98,77.22,0
14/03/2019 12:27,32.01183432,29.10801394,102,53.62,3.49,75.95,0
14/03/2019 12:28,32.32988166,29.2543554,91,46.25,2.93,76.33,0
14/03/2019 12:29,30.58431953,29.68641115,89,55.29,2.94,77.45,0
14/03/2019 12:30,31.78254438,30.52961672,95,46.6,3.17,79.65,0
14/03/2019 12:31,31.2647929,30.62020906,99,50.86,3.69,79.89,0
14/03/2019 12:32,31.3387574,30.48780488,99,52.6,3.49,79.55,0
14/03/2019 12:33,29.61538462,28.27874564,99,51.75,3.5,73.78,0
14/03/2019 12:34,31.88609467,30.60627178,92,52.15,3.65,79.85,0
14/03/2019 12:35,31.25,30.40418118,102,53.41,3.49,79.33,0
14/03/2019 12:36,30.69526627,28.06271777,93,50.62,3.01,73.22,0
14/03/2019 12:37,29.84467456,27.97909408,89,50.45,3.07,73,0
14/03/2019 12:38,31.55325444,29.41463415,97,51.19,3.59,76.75,0
14/03/2019 12:39,31.78994083,28.10452962,106,48.85,3.53,73.33,0
14/03/2019 12:40,30.36242604,30.36236934,94,50.17,3.6,79.22,0
14/03/2019 12:41,31.47189349,27.87456446,92,52.97,3.51,72.73,0
14/03/2019 12:42,30.38461538,30.5087108,91,50.91,3.35,79.6,0
14/03/2019 12:43,29.74852071,29.46341463,92,45.31,3.33,76.87,0
14/03/2019 12:44,31.51627219,29.728223,89,45.27,3.37,77.56,0
14/03/2019 12:45,31.94526627,28.7456446,92,49.83,3.24,75,0
14/03/2019 12:46,31.87869822,30.02090592,84,49.12,3.18,78.33,0
14/03/2019 12:47,29.93343195,30.1533101,95,53.56,3.26,78.67,0
14/03/2019 12:48,31.56065089,29.74912892,109,49.44,4.05,77.62,0
14/03/2019 12:49,31.06508876,29.22648084,87,46.31,3.17,76.25,0
14/03/2019 12:50,30.14792899,29.87456446,87,48.53,2.95,77.95,0
14/03/2019 12:51,31.94526627,30.30662021,91,52.79,3.01,79.07,0
14/03/2019 12:52,32.24852071,28.50174216,92,49.49,3.15,74.36,0
14/03/2019 12:53,31.07988166,29.14982578,100,51.59,3.45,76.05,0
14/03/2019 12:54,31.98224852,28.98954704,93,46.58,3.13,75.64,0
14/03/2019 12:55,32.30769231,29.0174216,94,49.5,3.54,75.71,0
14/03/2019 12:56,29.79289941,29.47735192,110,49.98,4.04,76.91,0
14/03/2019 12:57,31.98224852,28.1184669,88,46.68,3.46,73.36,0
14/03/2019 12:58,31.47189349,29.35191638,93,48.4,3.24,76.58,0
14/03/2019 12:59,31.64201183,28.72473868,106,51.24,3.71,74.95,0
14/03/2019 13:00,31.2795858,29.71428571,86,46.97,3.29,77.53,0
14/03/2019 13:01,30.73224852,29.29616725,105,54.57,3.94,76.44,0
14/03/2019 13:02,29.64497041,30.06271777,89,46.76,3.59,78.44,0
14/03/2019 13:03,31.66420118,30.31358885,96,47.84,3.69,79.09,0
14/03/2019 13:04,29.90384615,29.47038328,85,48.58,3.24,76.89,0
14/03/2019 13:05,30.59171598,28.07665505,102,52.1,3.62,73.25,0
14/03/2019 13:06,30.84319527,28.87108014,102,46.53,3.8,75.33,0
14/03/2019 13:07,29.77071006,28.28571429,97,51.81,3.43,73.8,0
14/03/2019 13:08,32.06360947,28.24390244,89,53.3,3.35,73.69,0
14/03/2019 13:09,32.3816568,30.18815331,89,45.66,3.31,78.76,0
14/03/2019 13:10,32.17455621,29.24738676,86,53.4,3.38,76.31,0
14/03/2019 13:11,30.37721893,29.40069686,98,46.22,3.63,76.71,0
14/03/2019 13:12,29.64497041,29.03832753,99,45.59,3.81,75.76,0
14/03/2019 13:13,30.41420118,28.34843206,96,52.98,3.24,73.96,0
14/03/2019 13:14,29.90384615,29.79094077,99,48.6,3.51,77.73,0
14/03/2019 13:15,30.48076923,29.90243902,95,52.29,3.63,78.02,0
14/03/2019 13:16,32.10059172,28.31358885,103,54.17,3.19,73.87,0
14/03/2019 13:17,31.85650888,29.33101045,93,46.2,3.44,76.53,0
14/03/2019 13:18,30.98372781,29.80487805,94,46.35,3.01,77.76,0
14/03/2019 13:19,31.54585799,28.52961672,92,55.82,3.32,74.44,0
14/03/2019 13:20,30.87278107,29.98606272,88,55.28,2.97,78.24,0
14/03/2019 13:21,30.54733728,28.80836237,104,49.61,3.47,75.16,0
14/03/2019 13:22,31.08727811,28.79442509,98,45.29,3.97,75.13,0
14/03/2019 13:23,32.18934911,29.81184669,96,55.55,3.36,77.78,0
14/03/2019 13:24,29.60059172,29.78397213,89,55.18,3.41,77.71,0
14/03/2019 13:25,31.99704142,28.1184669,96,53.44,3.24,73.36,0
14/03/2019 13:26,32.22633136,29.2543554,99,53.92,3.45,76.33,0
14/03/2019 13:27,30.68047337,29.85365854,100,55.22,3.94,77.89,0
14/03/2019 13:28,30.0295858,29.21254355,102,53.29,3.71,76.22,0
14/03/2019 13:29,31.81213018,29.81881533,90,52.66,3.51,77.8,0
14/03/2019 13:30,30.67307692,28.16027875,94,48.93,3.33,73.47,0
14/03/2019 13:31,30.28846154,29.81881533,108,47.91,4.11,77.8,0
14/03/2019 13:32,30.59911243,30.14634146,100,50.61,3.21,78.65,0
14/03/2019 13:33,30.65088757,28.84320557,87,46.12,3.12,75.25,0
14/03/2019 13:34,31.2647929,27.92334495,95,52.12,3.69,72.85,0
14/03/2019 13:35,31.36094675,30.18118467,85,50.53,3.3,78.75,0
14/03/2019 13:36,30.20710059,29.83972125,92,50.75,3.37,77.85,0
14/03/2019 13:37,30.12573964,29.65156794,107,48.93,4.13,77.36,0
14/03/2019 13:38,31.2795858,28,97,50.26,3.33,73.05,0
14/03/2019 13:39,31.92307692,28.36933798,93,51.1,3.78,74.02,0
14/03/2019 13:40,30.88757396,30.62020906,92,47.67,3.37,79.89,0
14/03/2019 13:41,29.58579882,28.48083624,88,51.9,3.36,74.31,0
14/03/2019 13:42,30.40680473,29.30313589,83,51.84,3.14,76.45,0
14/03/2019 13:43,30.17751479,29.50522648,102,45.6,3.6,76.98,0
14/03/2019 13:44,32.20414201,28.5087108,102,51.17,3.49,74.38,0
14/03/2019 13:45,30.34023669,30.13240418,93,52.68,3.51,78.62,0
14/03/2019 13:46,30.90236686,28.36236934,98,45.99,3.66,74,0
14/03/2019 13:47,32.30769231,28.46689895,91,54.84,3.16,74.27,0
14/03/2019 13:48,30.0295858,29.56097561,101,47.15,3.67,77.13,0
14/03/2019 13:49,30.55473373,28.45296167,89,46.52,3.28,74.24,0
14/03/2019 13:50,29.87426036,30.08362369,101,47.57,3.73,78.49,0
14/03/2019 13:51,30.99852071,28.01393728,91,46.61,3.25,73.09,0
14/03/2019 13:52,31.01331361,30.25087108,98,48.34,3.74,78.93,0
14/03/2019 13:53,31.05769231,28.7804878,105,45.88,3.73,75.09,0
14/03/2019 13:54,30.42159763,29.06620209,85,53.32,2.78,75.84,0
14/03/2019 13:55,32.17455621,29.0174216,95,53.11,3.69,75.71,0
14/03/2019 13:56,30.53254438,29.20557491,82,51.2,2.99,76.2,0
14/03/2019 13:57,30.96153846,29.94425087,95,55.61,3.85,78.13,0
14/03/2019 13:58,30.59911243,28.25087108,87,53.49,3.5,73.71,0
14/03/2019 13:59,29.72633136,28.59233449,101,50.23,3.65,74.6,0
14/03/2019 14:00,31.40532544,29.40069686,100,49.11,3.61,76.71,0
14/03/2019 14:01,30.57692308,30.34146341,92,48.34,3.54,79.16,0
14/03/2019 14:02,29.8816568,29.57491289,108,55.62,3.69,77.16,0
14/03/2019 14:03,30.98372781,28.8641115,88,46.31,3.55,75.31,0
14/03/2019 14:04,31.48668639,30.50174216,99,48.92,3.29,79.58,0
14/03/2019 14:05,32.47781065,27.95121951,99,54.34,3.56,72.93,0
14/03/2019 14:06,30.47337278,29.35888502,96,45.44,3.27,76.6,0
14/03/2019 14:07,30.39201183,27.96515679,88,51.22,3.42,72.96,0
14/03/2019 14:08,30.0591716,28.28571429,93,49.8,3.5,73.8,0
14/03/2019 14:09,31.50887574,28.82229965,94,52.89,3.45,75.2,0
14/03/2019 14:10,30.42159763,29.728223,82,50.58,2.82,77.56,0
14/03/2019 14:11,29.97781065,30.37630662,102,54.96,3.94,79.25,0
14/03/2019 14:12,30.65828402,29.60278746,94,53.45,2.93,77.24,0
14/03/2019 14:13,29.74112426,29.69337979,99,51.69,4.03,77.47,0
14/03/2019 14:14,31.05029586,28.18118467,90,49.12,3.11,73.53,0
14/03/2019 14:15,30.91715976,28.54355401,101,47.37,3.24,74.47,0
14/03/2019 14:16,32.26331361,30.02787456,109,48.38,3.83,78.35,0
14/03/2019 14:17,30.11094675,29.83972125,90,48.55,3.48,77.85,0
14/03/2019 14:18,30.20710059,29.17073171,89,51.17,3.21,76.11,0
14/03/2019 14:19,31.09467456,28.80836237,94,48.98,3.67,75.16,0
14/03/2019 14:20,30.26627219,28.8989547,107,50.63,4.03,75.4,0
14/03/2019 14:21,31.2204142,29.51916376,106,53.5,3.58,77.02,0
14/03/2019 14:22,29.58579882,29.03135889,89,52.71,2.85,75.75,0
14/03/2019 14:23,31.1908284,28.25087108,93,50.45,3.54,73.71,0
14/03/2019 14:24,32.08579882,28.40418118,93,49.72,3.35,74.11,0
14/03/2019 14:25,32.53698225,29.95121951,90,45.44,3.03,78.15,0
14/03/2019 14:26,30.17751479,27.91637631,100,55.65,3.54,72.84,0
14/03/2019 14:27,30.06656805,30.06968641,92,48,3.42,78.45,0
14/03/2019 14:28,30.89497041,28.06271777,98,53.66,3.65,73.22,0
14/03/2019 14:29,32.04142012,28.80836237,102,47.5,3.51,75.16,0
14/03/2019 14:30,30.31065089,30.3902439,92,52.58,3.55,79.29,0
14/03/2019 14:31,30.48816568,29.12195122,104,51.62,3.89,75.98,0
14/03/2019 14:32,31.2795858,29.86759582,98,53.9,3.17,77.93,0
14/03/2019 14:33,32.5443787,28.85017422,104,46.75,3.35,75.27,0
14/03/2019 14:34,31.34615385,29.1358885,99,49.62,3.69,76.02,0
14/03/2019 14:35,32.20414201,29.20557491,104,46.89,3.85,76.2,0
14/03/2019 14:36,32.00443787,28.18815331,105,49.16,3.98,73.55,0
14/03/2019 14:37,31.91568047,29.93031359,86,54.72,3.4,78.09,0
14/03/2019 14:38,31.45710059,29.6097561,97,51.59,3.78,77.25,0
14/03/2019 14:39,31.37573964,29.92334495,110,46.27,3.5,78.07,0
14/03/2019 14:40,30.1035503,29.78397213,89,45.53,3.32,77.71,0
14/03/2019 14:41,31.90088757,29.79790941,97,51.12,3.35,77.75,0
14/03/2019 14:42,32.3816568,30.52961672,96,49.91,3.4,79.65,0
14/03/2019 14:43,30.65088757,28.68989547,94,47.53,3.8,74.85,0
14/03/2019 14:44,30.83579882,30.29965157,103,54.17,3.73,79.05,0
14/03/2019 14:45,31.44230769,28.1184669,88,48.5,2.93,73.36,0
14/03/2019 14:46,32.3964497,30.52961672,90,48.31,3.23,79.65,0
14/03/2019 14:47,29.87426036,28.78745645,102,54.59,3.38,75.11,0
14/03/2019 14:48,29.66715976,28.96167247,93,45.71,3.01,75.56,0
14/03/2019 14:49,31.3535503,30.08362369,105,51.1,3.73,78.49,0
14/03/2019 14:50,32.30029586,30.48780488,104,53.82,3.44,79.55,0
14/03/2019 14:51,30.79142012,28.44599303,97,45.88,3.25,74.22,0
14/03/2019 14:52,32.50739645,30.29965157,99,46.59,3.31,79.05,0
14/03/2019 14:53,29.9260355,29.07317073,105,52.47,3.98,75.85,0
14/03/2019 14:54,31.03550296,27.89547038,96,48.64,3.66,72.78,0
14/03/2019 14:55,30.88757396,30.64808362,105,54.82,3.79,79.96,0
14/03/2019 14:56,31.42011834,30.41114983,98,50.62,3.79,79.35,0
14/03/2019 14:57,30.53994083,29.79094077,85,48.14,3,77.73,0
14/03/2019 14:58,31.19822485,30.2369338,97,55.77,3.61,78.89,0
14/03/2019 14:59,32.36686391,29.08710801,102,55.52,3.51,75.89,0
14/03/2019 15:00,29.96301775,29.90243902,88,49.98,3.51,78.02,0
14/03/2019 15:01,32.07100592,29.77003484,82,45.64,2.76,77.67,0
14/03/2019 15:02,30.69526627,28.48780488,96,48.61,3.9,74.33,0
14/03/2019 15:03,29.96301775,29.85365854,97,46.37,3.79,77.89,0
14/03/2019 15:04,31.70118343,29.36585366,99,48.1,3.43,76.62,0
14/03/2019 15:05,30.70266272,28.66202091,89,50.25,3.13,74.78,0
14/03/2019 15:06,32.46301775,29.11498258,91,52.54,3.3,75.96,0
14/03/2019 15:07,30.83579882,28.59930314,85,45.87,3.2,74.62,0
14/03/2019 15:08,32.21153846,28.99651568,98,54.39,3.53,75.65,0
14/03/2019 15:09,30.93195266,29.12195122,95,52.76,3.67,75.98,0
14/03/2019 15:10,31.60502959,30.49477352,88,50.5,3.13,79.56,0
14/03/2019 15:11,30.57692308,28.65505226,97,55.39,3.4,74.76,0
14/03/2019 15:12,31.64201183,28.75261324,91,52.41,3.53,75.02,0
14/03/2019 15:13,31.82692308,29.97212544,87,52.29,3.32,78.2,0
14/03/2019 15:14,29.88905325,30.1184669,87,55.85,3.05,78.58,0
14/03/2019 15:15,30.16272189,28.4738676,82,55.59,2.83,74.29,0
14/03/2019 15:16,31.87130178,29.95121951,110,55.16,3.79,78.15,0
14/03/2019 15:17,31.48668639,29.45644599,94,46.69,3.5,76.85,0
14/03/2019 15:18,29.78550296,29.20557491,92,48.32,3.08,76.2,0
14/03/2019 15:19,32.4112426,30.18118467,109,50.92,3.9,78.75,0
14/03/2019 15:20,32.40384615,29.42160279,110,53.35,4.17,76.76,0
14/03/2019 15:21,31.47928994,28.21602787,96,51.72,3.7,73.62,0
14/03/2019 15:22,31.12426036,29.26829268,86,52.81,3.33,76.36,0
14/03/2019 15:23,31.10207101,30.36933798,100,50.85,3.77,79.24,0
14/03/2019 15:24,30.63609467,28.33449477,85,45.79,3.21,73.93,0
14/03/2019 15:25,31.70857988,28.57142857,104,51.94,3.85,74.55,0
14/03/2019 15:26,31.77514793,29.31707317,99,50.67,3.82,76.49,0
14/03/2019 15:27,31.44230769,30.04878049,94,50.5,3.42,78.4,0
14/03/2019 15:28,31.1612426,30.13240418,97,50.11,3.38,78.62,0
14/03/2019 15:29,31.71597633,28.01393728,88,47.14,3.11,73.09,0
14/03/2019 15:30,30.25147929,28.66898955,100,46.41,3.35,74.8,0
14/03/2019 15:31,29.9112426,29.40766551,85,46.16,3.32,76.73,0
14/03/2019 15:32,31.82692308,28.81533101,100,46.85,3.52,75.18,0
14/03/2019 15:33,29.71153846,30.38327526,96,51.16,3.36,79.27,0
14/03/2019 15:34,30.45857988,29.14982578,106,51.92,4.09,76.05,0
14/03/2019 15:35,31.80473373,30.50174216,97,53.23,3.79,79.58,0
14/03/2019 15:36,30.77662722,28.68989547,107,55.2,3.96,74.85,0
14/03/2019 15:37,30.53994083,28.45296167,104,49.34,3.36,74.24,0
14/03/2019 15:38,32.23372781,29.97909408,100,49.14,3.74,78.22,0
14/03/2019 15:39,31.38313609,28.18118467,93,47.75,3.05,73.53,0
14/03/2019 15:40,29.68195266,28.96167247,86,45.64,3.26,75.56,0
14/03/2019 15:41,30.95414201,28.25087108,86,52.53,3.02,73.71,0
14/03/2019 15:42,30.15532544,29.38675958,98,46.67,3.66,76.67,0
14/03/2019 15:43,31.96745562,29.93031359,98,48.5,3.58,78.09,0
14/03/2019 15:44,31.67899408,28.85714286,104,55.59,3.71,75.29,0
14/03/2019 15:45,32.27071006,30.36236934,82,55.43,3.07,79.22,0
14/03/2019 15:46,29.97781065,29.15679443,98,52.55,3.38,76.07,0
14/03/2019 15:47,32.50739645,28.20209059,85,54.43,2.74,73.58,0
14/03/2019 15:48,30.71745562,29.47735192,90,51.41,3.31,76.91,0
14/03/2019 15:49,29.9852071,28.271777,96,50.93,3.33,73.76,0
14/03/2019 15:50,29.9260355,28.68292683,94,48.81,3.58,74.84,0
14/03/2019 15:51,32.04142012,28.56445993,94,48.24,3.19,74.53,0
